province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
South Australia,Australia,2022-07-22,-34.9285,138.6007,POINT(138.6007 -34.9285),680702,613,,,,,"South Australia, Australia"
Tasmania,Australia,2022-07-22,-42.8821,147.3272,POINT(147.3272 -42.8821),222670,123,,,,,"Tasmania, Australia"
Victoria,Australia,2022-07-22,-37.8136,144.9631,POINT(144.9631 -37.8136),2337600,4349,,,,,"Victoria, Australia"
Western Australia,Australia,2022-07-22,-31.9505,115.8605,POINT(115.8605 -31.9505),1030453,456,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-07-23,-35.4735,149.0124,POINT(149.0124 -35.4735),185348,89,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-07-23,-33.8688,151.2093,POINT(151.2093 -33.8688),3091346,3994,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-07-23,-12.4634,130.8456,POINT(130.8456 -12.4634),88303,54,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-07-23,-27.4698,153.0251,POINT(153.0251 -27.4698),1448511,1470,,,,,"Queensland, Australia"
South Australia,Australia,2022-07-23,-34.9285,138.6007,POINT(138.6007 -34.9285),684152,614,,,,,"South Australia, Australia"
Tasmania,Australia,2022-07-23,-42.8821,147.3272,POINT(147.3272 -42.8821),223833,125,,,,,"Tasmania, Australia"
Victoria,Australia,2022-07-23,-37.8136,144.9631,POINT(144.9631 -37.8136),2347086,4361,,,,,"Victoria, Australia"
Western Australia,Australia,2022-07-23,-31.9505,115.8605,POINT(115.8605 -31.9505),1034742,465,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-07-24,-35.4735,149.0124,POINT(149.0124 -35.4735),186138,89,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-07-24,-33.8688,151.2093,POINT(151.2093 -33.8688),3102071,4001,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-07-24,-12.4634,130.8456,POINT(130.8456 -12.4634),88636,54,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-07-24,-27.4698,153.0251,POINT(153.0251 -27.4698),1454617,1470,,,,,"Queensland, Australia"
South Australia,Australia,2022-07-24,-34.9285,138.6007,POINT(138.6007 -34.9285),684152,614,,,,,"South Australia, Australia"
Tasmania,Australia,2022-07-24,-42.8821,147.3272,POINT(147.3272 -42.8821),224888,127,,,,,"Tasmania, Australia"
Victoria,Australia,2022-07-24,-37.8136,144.9631,POINT(144.9631 -37.8136),2357336,4361,,,,,"Victoria, Australia"
Western Australia,Australia,2022-07-24,-31.9505,115.8605,POINT(115.8605 -31.9505),1038272,469,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-07-25,-35.4735,149.0124,POINT(149.0124 -35.4735),187087,89,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-07-25,-33.8688,151.2093,POINT(151.2093 -33.8688),3116121,4031,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-07-25,-12.4634,130.8456,POINT(130.8456 -12.4634),89164,54,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-07-25,-27.4698,153.0251,POINT(153.0251 -27.4698),1463230,1491,,,,,"Queensland, Australia"
South Australia,Australia,2022-07-25,-34.9285,138.6007,POINT(138.6007 -34.9285),691671,632,,,,,"South Australia, Australia"
Tasmania,Australia,2022-07-25,-42.8821,147.3272,POINT(147.3272 -42.8821),226211,129,,,,,"Tasmania, Australia"
Victoria,Australia,2022-07-25,-37.8136,144.9631,POINT(144.9631 -37.8136),2369675,4401,,,,,"Victoria, Australia"
Western Australia,Australia,2022-07-25,-31.9505,115.8605,POINT(115.8605 -31.9505),1042577,473,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-07-26,-35.4735,149.0124,POINT(149.0124 -35.4735),188191,89,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-07-26,-33.8688,151.2093,POINT(151.2093 -33.8688),3132294,4051,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-07-26,-12.4634,130.8456,POINT(130.8456 -12.4634),89164,55,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-07-26,-27.4698,153.0251,POINT(153.0251 -27.4698),1471445,1510,,,,,"Queensland, Australia"
South Australia,Australia,2022-07-26,-34.9285,138.6007,POINT(138.6007 -34.9285),696028,636,,,,,"South Australia, Australia"
Tasmania,Australia,2022-07-26,-42.8821,147.3272,POINT(147.3272 -42.8821),227489,133,,,,,"Tasmania, Australia"
Victoria,Australia,2022-07-26,-37.8136,144.9631,POINT(144.9631 -37.8136),2382232,4433,,,,,"Victoria, Australia"
Western Australia,Australia,2022-07-26,-31.9505,115.8605,POINT(115.8605 -31.9505),1048353,479,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-07-27,-35.4735,149.0124,POINT(149.0124 -35.4735),189191,90,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-07-27,-33.8688,151.2093,POINT(151.2093 -33.8688),3147857,4085,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-07-27,-12.4634,130.8456,POINT(130.8456 -12.4634),90094,55,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-07-27,-27.4698,153.0251,POINT(153.0251 -27.4698),1478809,1537,,,,,"Queensland, Australia"
South Australia,Australia,2022-07-27,-34.9285,138.6007,POINT(138.6007 -34.9285),700121,653,,,,,"South Australia, Australia"
Tasmania,Australia,2022-07-27,-42.8821,147.3272,POINT(147.3272 -42.8821),228673,137,,,,,"Tasmania, Australia"
Victoria,Australia,2022-07-27,-37.8136,144.9631,POINT(144.9631 -37.8136),2394336,4470,,,,,"Victoria, Australia"
Western Australia,Australia,2022-07-27,-31.9505,115.8605,POINT(115.8605 -31.9505),1053190,485,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-07-28,-35.4735,149.0124,POINT(149.0124 -35.4735),190198,90,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-07-28,-33.8688,151.2093,POINT(151.2093 -33.8688),3162719,4107,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-07-28,-12.4634,130.8456,POINT(130.8456 -12.4634),90467,55,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-07-28,-27.4698,153.0251,POINT(153.0251 -27.4698),1488197,1554,,,,,"Queensland, Australia"
South Australia,Australia,2022-07-28,-34.9285,138.6007,POINT(138.6007 -34.9285),703395,661,,,,,"South Australia, Australia"
Tasmania,Australia,2022-07-28,-42.8821,147.3272,POINT(147.3272 -42.8821),228673,137,,,,,"Tasmania, Australia"
Victoria,Australia,2022-07-28,-37.8136,144.9631,POINT(144.9631 -37.8136),2405234,4577,,,,,"Victoria, Australia"
Western Australia,Australia,2022-07-28,-31.9505,115.8605,POINT(115.8605 -31.9505),1057558,488,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-07-29,-35.4735,149.0124,POINT(149.0124 -35.4735),190917,92,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-07-29,-33.8688,151.2093,POINT(151.2093 -33.8688),3176133,4153,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-07-29,-12.4634,130.8456,POINT(130.8456 -12.4634),90761,55,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-07-29,-27.4698,153.0251,POINT(153.0251 -27.4698),1506868,1567,,,,,"Queensland, Australia"
South Australia,Australia,2022-07-29,-34.9285,138.6007,POINT(138.6007 -34.9285),706353,665,,,,,"South Australia, Australia"
Tasmania,Australia,2022-07-29,-42.8821,147.3272,POINT(147.3272 -42.8821),229712,137,,,,,"Tasmania, Australia"
Victoria,Australia,2022-07-29,-37.8136,144.9631,POINT(144.9631 -37.8136),2413948,4638,,,,,"Victoria, Australia"
Western Australia,Australia,2022-07-29,-31.9505,115.8605,POINT(115.8605 -31.9505),1061791,497,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-07-30,-35.4735,149.0124,POINT(149.0124 -35.4735),191473,92,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-07-30,-33.8688,151.2093,POINT(151.2093 -33.8688),3187107,4158,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-07-30,-12.4634,130.8456,POINT(130.8456 -12.4634),90995,55,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-07-30,-27.4698,153.0251,POINT(153.0251 -27.4698),1512891,1567,,,,,"Queensland, Australia"
South Australia,Australia,2022-07-30,-34.9285,138.6007,POINT(138.6007 -34.9285),708689,674,,,,,"South Australia, Australia"
Tasmania,Australia,2022-07-30,-42.8821,147.3272,POINT(147.3272 -42.8821),231240,138,,,,,"Tasmania, Australia"
Victoria,Australia,2022-07-30,-37.8136,144.9631,POINT(144.9631 -37.8136),2420988,4659,,,,,"Victoria, Australia"
Western Australia,Australia,2022-07-30,-31.9505,115.8605,POINT(115.8605 -31.9505),1064946,503,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-07-31,-35.4735,149.0124,POINT(149.0124 -35.4735),191457,92,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-07-31,-33.8688,151.2093,POINT(151.2093 -33.8688),3196501,4165,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-07-31,-12.4634,130.8456,POINT(130.8456 -12.4634),91223,55,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-07-31,-27.4698,153.0251,POINT(153.0251 -27.4698),1517194,1567,,,,,"Queensland, Australia"
South Australia,Australia,2022-07-31,-34.9285,138.6007,POINT(138.6007 -34.9285),711189,679,,,,,"South Australia, Australia"
Tasmania,Australia,2022-07-31,-42.8821,147.3272,POINT(147.3272 -42.8821),231946,141,,,,,"Tasmania, Australia"
Victoria,Australia,2022-07-31,-37.8136,144.9631,POINT(144.9631 -37.8136),2428598,4662,,,,,"Victoria, Australia"
Western Australia,Australia,2022-07-31,-31.9505,115.8605,POINT(115.8605 -31.9505),1067731,504,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-01,-35.4735,149.0124,POINT(149.0124 -35.4735),192138,96,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-01,-33.8688,151.2093,POINT(151.2093 -33.8688),3207182,4212,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-01,-12.4634,130.8456,POINT(130.8456 -12.4634),91459,55,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-01,-27.4698,153.0251,POINT(153.0251 -27.4698),1528342,1590,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-01,-34.9285,138.6007,POINT(138.6007 -34.9285),711189,679,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-01,-42.8821,147.3272,POINT(147.3272 -42.8821),232890,142,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-01,-37.8136,144.9631,POINT(144.9631 -37.8136),2438618,4674,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-01,-31.9505,115.8605,POINT(115.8605 -31.9505),1071464,509,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-02,-35.4735,149.0124,POINT(149.0124 -35.4735),192994,97,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-02,-33.8688,151.2093,POINT(151.2093 -33.8688),3223819,4251,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-02,-12.4634,130.8456,POINT(130.8456 -12.4634),91825,56,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-02,-27.4698,153.0251,POINT(153.0251 -27.4698),1534738,1596,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-02,-34.9285,138.6007,POINT(138.6007 -34.9285),717162,688,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-02,-42.8821,147.3272,POINT(147.3272 -42.8821),233757,145,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-02,-37.8136,144.9631,POINT(144.9631 -37.8136),2447493,4680,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-02,-31.9505,115.8605,POINT(115.8605 -31.9505),1075436,513,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-03,-35.4735,149.0124,POINT(149.0124 -35.4735),193557,100,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-03,-33.8688,151.2093,POINT(151.2093 -33.8688),3238095,4284,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-03,-12.4634,130.8456,POINT(130.8456 -12.4634),92182,56,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-03,-27.4698,153.0251,POINT(153.0251 -27.4698),1540309,1627,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-03,-34.9285,138.6007,POINT(138.6007 -34.9285),720268,691,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-03,-42.8821,147.3272,POINT(147.3272 -42.8821),234604,149,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-03,-37.8136,144.9631,POINT(144.9631 -37.8136),2456166,4689,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-03,-31.9505,115.8605,POINT(115.8605 -31.9505),1079257,515,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-04,-35.4735,149.0124,POINT(149.0124 -35.4735),194215,100,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-04,-33.8688,151.2093,POINT(151.2093 -33.8688),3250979,4313,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-04,-12.4634,130.8456,POINT(130.8456 -12.4634),92419,56,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-04,-27.4698,153.0251,POINT(153.0251 -27.4698),1545223,1635,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-04,-34.9285,138.6007,POINT(138.6007 -34.9285),722731,699,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-04,-42.8821,147.3272,POINT(147.3272 -42.8821),235368,151,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-04,-37.8136,144.9631,POINT(144.9631 -37.8136),2463564,4723,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-04,-31.9505,115.8605,POINT(115.8605 -31.9505),1082485,524,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-05,-35.4735,149.0124,POINT(149.0124 -35.4735),194705,101,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-05,-33.8688,151.2093,POINT(151.2093 -33.8688),3262915,4343,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-05,-12.4634,130.8456,POINT(130.8456 -12.4634),92641,56,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-05,-27.4698,153.0251,POINT(153.0251 -27.4698),1549389,1653,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-05,-34.9285,138.6007,POINT(138.6007 -34.9285),724647,712,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-05,-42.8821,147.3272,POINT(147.3272 -42.8821),236010,152,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-05,-37.8136,144.9631,POINT(144.9631 -37.8136),2469825,4747,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-05,-31.9505,115.8605,POINT(115.8605 -31.9505),1085331,525,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-06,-35.4735,149.0124,POINT(149.0124 -35.4735),195115,101,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-06,-33.8688,151.2093,POINT(151.2093 -33.8688),3272928,4358,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-06,-12.4634,130.8456,POINT(130.8456 -12.4634),92641,56,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-06,-27.4698,153.0251,POINT(153.0251 -27.4698),1552018,1653,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-06,-34.9285,138.6007,POINT(138.6007 -34.9285),726276,712,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-06,-42.8821,147.3272,POINT(147.3272 -42.8821),236530,156,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-06,-37.8136,144.9631,POINT(144.9631 -37.8136),2474890,4750,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-06,-31.9505,115.8605,POINT(115.8605 -31.9505),1087681,535,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-07,-35.4735,149.0124,POINT(149.0124 -35.4735),195621,102,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-07,-33.8688,151.2093,POINT(151.2093 -33.8688),3280561,4362,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-07,-12.4634,130.8456,POINT(130.8456 -12.4634),92929,57,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-07,-27.4698,153.0251,POINT(153.0251 -27.4698),1554522,1653,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-07,-34.9285,138.6007,POINT(138.6007 -34.9285),727990,719,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-07,-42.8821,147.3272,POINT(147.3272 -42.8821),236989,156,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-07,-37.8136,144.9631,POINT(144.9631 -37.8136),2479796,4751,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-07,-31.9505,115.8605,POINT(115.8605 -31.9505),1087681,535,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-08,-35.4735,149.0124,POINT(149.0124 -35.4735),196098,106,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-08,-33.8688,151.2093,POINT(151.2093 -33.8688),3290453,4387,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-08,-12.4634,130.8456,POINT(130.8456 -12.4634),93124,57,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-08,-27.4698,153.0251,POINT(153.0251 -27.4698),1558656,1677,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-08,-34.9285,138.6007,POINT(138.6007 -34.9285),729945,723,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-08,-42.8821,147.3272,POINT(147.3272 -42.8821),237634,159,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-08,-37.8136,144.9631,POINT(144.9631 -37.8136),2486176,4795,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-08,-31.9505,115.8605,POINT(115.8605 -31.9505),1092607,535,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-09,-35.4735,149.0124,POINT(149.0124 -35.4735),196642,107,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-09,-33.8688,151.2093,POINT(151.2093 -33.8688),3301777,4417,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-09,-12.4634,130.8456,POINT(130.8456 -12.4634),93124,57,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-09,-27.4698,153.0251,POINT(153.0251 -27.4698),1562443,1712,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-09,-34.9285,138.6007,POINT(138.6007 -34.9285),729945,723,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-09,-42.8821,147.3272,POINT(147.3272 -42.8821),238296,160,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-09,-37.8136,144.9631,POINT(144.9631 -37.8136),2492023,4846,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-09,-31.9505,115.8605,POINT(115.8605 -31.9505),1095467,538,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-10,-35.4735,149.0124,POINT(149.0124 -35.4735),197094,108,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-10,-33.8688,151.2093,POINT(151.2093 -33.8688),3312255,4446,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-10,-12.4634,130.8456,POINT(130.8456 -12.4634),93315,58,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-10,-27.4698,153.0251,POINT(153.0251 -27.4698),1565788,1723,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-10,-34.9285,138.6007,POINT(138.6007 -34.9285),732008,732,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-10,-42.8821,147.3272,POINT(147.3272 -42.8821),238961,161,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-10,-37.8136,144.9631,POINT(144.9631 -37.8136),2492023,4844,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-10,-31.9505,115.8605,POINT(115.8605 -31.9505),1098190,545,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-11,-35.4735,149.0124,POINT(149.0124 -35.4735),197561,109,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-11,-33.8688,151.2093,POINT(151.2093 -33.8688),3321760,4481,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-11,-12.4634,130.8456,POINT(130.8456 -12.4634),93660,59,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-11,-27.4698,153.0251,POINT(153.0251 -27.4698),1569096,1741,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-11,-34.9285,138.6007,POINT(138.6007 -34.9285),735513,745,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-11,-42.8821,147.3272,POINT(147.3272 -42.8821),239466,162,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-11,-37.8136,144.9631,POINT(144.9631 -37.8136),2502612,4894,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-11,-31.9505,115.8605,POINT(115.8605 -31.9505),1100493,548,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-12,-35.4735,149.0124,POINT(149.0124 -35.4735),197883,110,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-12,-33.8688,151.2093,POINT(151.2093 -33.8688),3329963,4516,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-12,-12.4634,130.8456,POINT(130.8456 -12.4634),93823,59,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-12,-27.4698,153.0251,POINT(153.0251 -27.4698),1572252,1757,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-12,-34.9285,138.6007,POINT(138.6007 -34.9285),735513,745,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-12,-42.8821,147.3272,POINT(147.3272 -42.8821),239977,166,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-12,-37.8136,144.9631,POINT(144.9631 -37.8136),2506892,4916,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-12,-31.9505,115.8605,POINT(115.8605 -31.9505),1102537,551,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-13,-35.4735,149.0124,POINT(149.0124 -35.4735),198193,110,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-13,-33.8688,151.2093,POINT(151.2093 -33.8688),3336902,4525,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-13,-12.4634,130.8456,POINT(130.8456 -12.4634),93934,59,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-13,-27.4698,153.0251,POINT(153.0251 -27.4698),1574198,1757,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-13,-34.9285,138.6007,POINT(138.6007 -34.9285),736959,753,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-13,-42.8821,147.3272,POINT(147.3272 -42.8821),240346,167,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-13,-37.8136,144.9631,POINT(144.9631 -37.8136),2510325,4940,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-13,-31.9505,115.8605,POINT(115.8605 -31.9505),1104096,551,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-14,-35.4735,149.0124,POINT(149.0124 -35.4735),198480,110,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-14,-33.8688,151.2093,POINT(151.2093 -33.8688),3342373,4531,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-14,-12.4634,130.8456,POINT(130.8456 -12.4634),94032,59,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-14,-27.4698,153.0251,POINT(153.0251 -27.4698),1576102,1757,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-14,-34.9285,138.6007,POINT(138.6007 -34.9285),739189,754,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-14,-42.8821,147.3272,POINT(147.3272 -42.8821),240744,167,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-14,-37.8136,144.9631,POINT(144.9631 -37.8136),2513940,4955,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-14,-31.9505,115.8605,POINT(115.8605 -31.9505),1105636,553,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-15,-35.4735,149.0124,POINT(149.0124 -35.4735),198866,114,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-15,-33.8688,151.2093,POINT(151.2093 -33.8688),3349487,4555,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-15,-12.4634,130.8456,POINT(130.8456 -12.4634),94032,59,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-15,-27.4698,153.0251,POINT(153.0251 -27.4698),1579334,1774,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-15,-34.9285,138.6007,POINT(138.6007 -34.9285),739234,754,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-15,-42.8821,147.3272,POINT(147.3272 -42.8821),241256,169,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-15,-37.8136,144.9631,POINT(144.9631 -37.8136),2518798,4975,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-15,-31.9505,115.8605,POINT(115.8605 -31.9505),1107738,554,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-16,-35.4735,149.0124,POINT(149.0124 -35.4735),199292,116,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-16,-33.8688,151.2093,POINT(151.2093 -33.8688),3357506,4581,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-16,-12.4634,130.8456,POINT(130.8456 -12.4634),94396,59,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-16,-27.4698,153.0251,POINT(153.0251 -27.4698),1582419,1791,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-16,-34.9285,138.6007,POINT(138.6007 -34.9285),740679,759,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-16,-42.8821,147.3272,POINT(147.3272 -42.8821),241732,170,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-16,-37.8136,144.9631,POINT(144.9631 -37.8136),2523433,4990,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-16,-31.9505,115.8605,POINT(115.8605 -31.9505),1110117,558,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-17,-35.4735,149.0124,POINT(149.0124 -35.4735),199673,116,,,,,"Australian Capital Territory, Australia"
New South Wales,Australia,2022-08-17,-33.8688,151.2093,POINT(151.2093 -33.8688),3365632,4624,,,,,"New South Wales, Australia"
Northern Territory,Australia,2022-08-17,-12.4634,130.8456,POINT(130.8456 -12.4634),94396,60,,,,,"Northern Territory, Australia"
Queensland,Australia,2022-08-17,-27.4698,153.0251,POINT(153.0251 -27.4698),1585477,1811,,,,,"Queensland, Australia"
South Australia,Australia,2022-08-17,-34.9285,138.6007,POINT(138.6007 -34.9285),743393,771,,,,,"South Australia, Australia"
Tasmania,Australia,2022-08-17,-42.8821,147.3272,POINT(147.3272 -42.8821),242172,172,,,,,"Tasmania, Australia"
Victoria,Australia,2022-08-17,-37.8136,144.9631,POINT(144.9631 -37.8136),2527767,5036,,,,,"Victoria, Australia"
Western Australia,Australia,2022-08-17,-31.9505,115.8605,POINT(115.8605 -31.9505),1112078,563,,,,,"Western Australia, Australia"
Australian Capital Territory,Australia,2022-08-18,-35.4735,149.0124,POINT(149.0124 -35.4735),199919,117,,,,,"Australian Capital Territory, Australia"
